date_created,contacts_n,contacts_n_1,contacts_n_2,contacts_n_3,contacts_n_4,contacts_n_5,contacts_n_6,contacts_n_7,new_type,new_market
2022-03-30,22,1,1,null,1,2,1,1,type_3,market_1
2022-02-23,189,17,16,5,6,12,8,4,type_5,market_1
2022-01-17,193,22,19,15,11,7,3,5,type_5,market_1
2022-02-06,97,11,null,4,2,4,3,1,type_5,market_1
2022-02-09,2,null,null,null,null,null,null,null,type_4,market_1
2022-01-15,7,2,null,1,null,null,null,1,type_3,market_1
2022-02-08,24,3,3,2,null,null,null,1,type_3,market_1
2022-02-15,16,2,3,4,null,null,1,null,type_3,market_1
2022-02-15,null,null,null,null,null,null,null,null,type_4,market_1
2022-03-08,25,2,1,1,2,1,0,0,type_1,market_1
2022-01-23,137,9,2,3,2,3,5,1,type_5,market_1
2022-02-17,3,null,null,1,null,1,null,null,type_4,market_1
2022-03-20,161,12,11,7,10,3,4,3,type_5,market_1
2022-03-23,9,null,1,2,null,2,1,null,type_3,market_1
2022-01-18,31,5,1,1,3,0,2,1,type_1,market_1
2022-01-21,29,7,2,1,4,0,0,1,type_1,market_1
2022-02-06,23,1,2,0,1,0,0,0,type_1,market_1
2022-01-19,18,1,1,null,null,null,1,2,type_3,market_1
2022-01-28,248,17,13,14,9,8,7,6,type_5,market_1
2022-02-13,1,2,null,1,null,null,1,null,type_3,market_1
2022-01-06,11,1,1,1,null,null,2,null,type_3,market_1
2022-03-20,9,2,3,null,null,1,null,null,type_3,market_1
2022-03-23,24,6,1,4,2,0,3,4,type_1,market_1
2022-02-02,296,11,10,10,6,14,8,9,type_2,market_1
2022-01-04,4,1,null,1,null,null,null,null,type_4,market_1
2022-03-12,15,0,2,0,3,1,1,1,type_1,market_1
2022-03-24,320,13,8,6,6,14,12,9,type_2,market_1
2022-01-29,7,6,3,2,null,null,null,null,type_3,market_1
2022-03-28,35,3,1,1,0,1,0,3,type_1,market_1
2022-03-26,48,3,1,2,1,2,2,0,type_1,market_1
2022-01-26,16,2,2,1,2,0,0,0,type_1,market_1
2022-02-03,12,2,null,null,null,2,1,2,type_3,market_1
2022-02-14,21,1,1,2,2,null,null,1,type_3,market_1
2022-03-29,28,2,1,null,null,null,null,1,type_3,market_1
2022-02-27,143,14,14,5,2,2,3,5,type_5,market_1
2022-03-27,158,12,9,7,6,10,4,2,type_5,market_1
2022-01-28,5,null,null,1,null,null,null,1,type_4,market_1
2022-03-08,352,10,7,12,5,5,13,8,type_2,market_1
2022-01-20,254,8,12,5,11,6,10,3,type_2,market_1
2022-02-05,11,3,1,1,0,2,4,1,type_1,market_1
2022-03-15,26,3,4,2,1,1,2,null,type_3,market_1
2022-03-20,24,0,2,0,3,0,1,0,type_1,market_1
2022-02-07,24,6,1,0,8,1,2,2,type_1,market_1
2022-03-26,231,12,14,11,11,12,4,2,type_2,market_1
2022-03-05,31,1,2,1,0,0,1,0,type_1,market_1
2022-03-25,32,6,3,2,2,0,2,2,type_1,market_1
2022-03-29,413,39,15,8,5,1,9,8,type_2,market_1
2022-01-05,210,26,18,9,8,17,7,5,type_5,market_1
2022-03-04,15,null,null,1,null,null,1,1,type_3,market_1
2022-03-30,599,30,20,8,4,15,6,1,type_2,market_1
2022-01-14,250,13,8,7,5,2,6,8,type_5,market_1
2022-01-19,310,10,14,12,3,8,5,4,type_2,market_1
2022-02-04,248,16,3,11,8,9,10,2,type_2,market_1
2022-03-24,34,0,3,0,0,3,2,1,type_1,market_1
2022-01-01,97,3,5,3,2,3,1,2,type_2,market_1
2022-03-10,27,5,1,1,0,0,4,4,type_1,market_1
2022-03-10,10,1,null,null,null,2,null,2,type_3,market_1
2022-03-26,15,2,1,2,null,null,1,null,type_3,market_1
2022-02-20,132,13,11,7,3,7,5,9,type_5,market_1
2022-02-27,5,null,1,null,null,null,null,null,type_4,market_1
2022-02-08,190,25,7,4,4,5,4,null,type_5,market_1
2022-03-17,24,2,1,1,2,2,null,null,type_3,market_1
2022-01-07,13,null,null,null,1,2,null,1,type_3,market_1
2022-02-13,134,11,9,8,2,4,4,1,type_5,market_1
2022-02-20,122,7,3,3,3,2,1,2,type_2,market_1
2022-03-21,5,1,null,1,null,null,null,null,type_4,market_1
2022-01-24,26,1,0,0,3,0,1,1,type_1,market_1
2022-01-17,2,null,1,null,1,null,1,1,type_4,market_1
2022-03-01,242,31,6,11,6,5,6,5,type_5,market_1
2022-02-25,14,1,null,4,2,1,1,1,type_3,market_1
2022-01-12,49,1,4,0,0,1,1,1,type_1,market_1
2022-02-27,17,0,0,0,0,0,1,0,type_1,market_1
2022-01-13,299,13,4,2,7,6,3,4,type_2,market_1
2022-03-11,14,3,1,2,1,2,1,1,type_3,market_1
2022-03-15,4,1,2,null,null,null,null,null,type_4,market_1
2022-01-31,290,11,14,7,4,9,4,5,type_2,market_1
2022-02-15,15,1,1,1,3,1,3,0,type_1,market_1
2022-01-23,5,1,null,1,2,1,null,null,type_3,market_1
2022-02-07,303,11,10,16,3,8,4,14,type_2,market_1
2022-03-19,151,5,12,4,6,11,5,2,type_2,market_1
2022-01-13,4,1,null,1,1,null,null,null,type_4,market_1
2022-02-24,2,null,null,null,null,null,null,null,type_4,market_1
2022-01-25,304,14,12,9,8,2,5,7,type_2,market_1
2022-03-27,5,1,1,null,null,null,null,null,type_3,market_1
2022-01-22,4,null,null,null,null,null,1,null,type_4,market_1
2022-02-24,8,1,null,1,1,1,3,1,type_3,market_1
2022-02-27,7,1,3,null,null,1,null,null,type_3,market_1
2022-01-19,229,31,14,7,3,11,1,12,type_5,market_1
2022-03-16,156,13,5,8,3,7,8,6,type_5,market_1
2022-03-10,199,18,5,3,16,4,11,4,type_5,market_1
2022-03-11,181,20,12,16,12,11,5,5,type_5,market_1
2022-03-15,316,16,5,7,6,6,9,11,type_2,market_1
2022-03-19,18,4,2,null,null,1,null,2,type_3,market_1
2022-01-31,18,0,3,1,0,0,0,2,type_1,market_1
2022-03-07,206,20,21,10,11,6,5,11,type_5,market_1
2022-03-24,11,1,null,null,null,1,3,null,type_3,market_1
2022-03-10,4,null,null,null,null,null,null,null,type_4,market_1
2022-01-14,25,2,1,1,0,0,1,0,type_1,market_1
2022-01-22,235,16,18,9,8,4,12,8,type_5,market_1
2022-03-18,1,null,null,null,null,null,null,null,type_4,market_1
2022-03-15,192,27,9,4,4,10,6,7,type_5,market_1
2022-01-29,23,5,1,0,0,1,0,0,type_1,market_1
2022-01-08,41,4,2,3,0,0,0,0,type_1,market_1
2022-03-11,3,null,null,null,null,1,null,null,type_4,market_1
2022-03-08,182,27,12,12,9,2,5,7,type_5,market_1
2022-02-20,9,5,1,3,2,null,null,1,type_3,market_1
2022-01-06,null,1,null,null,null,null,null,null,type_4,market_1
2022-02-23,1,null,null,null,null,null,null,null,type_4,market_1
2022-01-12,288,25,12,6,6,16,7,7,type_5,market_1
2022-02-03,25,2,0,0,1,1,0,0,type_1,market_1
2022-02-12,171,12,6,3,4,7,2,4,type_2,market_1
2022-03-19,null,null,null,null,1,null,null,null,type_4,market_1
2022-02-09,254,8,11,8,4,10,8,5,type_2,market_1
2022-02-13,1,null,null,null,null,null,null,null,type_4,market_1
2022-03-07,382,24,7,8,9,13,6,19,type_2,market_1
2022-01-28,227,9,5,17,9,14,13,8,type_2,market_1
2022-02-14,252,19,10,8,13,8,5,9,type_2,market_1
2022-01-02,7,null,null,3,1,null,null,null,type_3,market_1
2022-02-23,24,0,1,2,1,1,0,0,type_1,market_1
2022-03-14,5,1,null,null,null,null,null,null,type_4,market_1
2022-03-24,4,null,null,null,null,null,null,null,type_4,market_1
2022-01-11,14,1,2,1,2,null,1,null,type_3,market_1
2022-02-03,2,null,null,null,null,1,null,null,type_4,market_1
2022-03-09,21,3,0,1,1,2,0,1,type_1,market_1
2022-02-11,24,2,null,3,1,1,2,null,type_3,market_1
2022-02-05,9,null,2,1,1,null,null,null,type_3,market_1
2022-01-09,5,1,null,1,null,null,null,null,type_3,market_1
2022-02-26,13,1,3,3,2,null,null,2,type_3,market_1
2022-01-13,32,4,4,2,1,1,2,1,type_1,market_1
2022-02-09,19,1,1,null,null,1,null,null,type_3,market_1
2022-02-01,15,2,1,1,null,null,2,1,type_3,market_1
2022-01-16,7,1,1,null,null,null,null,2,type_3,market_1
2022-01-27,1,null,null,null,null,null,null,null,type_4,market_1
2022-01-27,237,14,5,2,14,3,2,6,type_2,market_1
2022-03-24,263,33,16,13,10,9,6,4,type_5,market_1
2022-02-21,5,null,null,null,null,null,null,null,type_4,market_1
2022-03-03,32,4,2,1,1,2,2,0,type_1,market_1
2022-01-13,19,4,3,1,null,3,null,1,type_3,market_1
2022-01-04,343,19,10,10,6,null,13,10,type_2,market_1
2022-02-25,18,1,0,2,1,1,0,1,type_1,market_1
2022-01-31,22,2,1,2,2,null,1,2,type_3,market_1
2022-01-27,17,null,null,null,2,null,null,2,type_3,market_1
2022-02-05,null,null,null,1,null,null,null,null,type_4,market_1
2022-02-06,120,11,4,3,6,2,5,3,type_2,market_1
2022-03-13,192,8,7,9,7,2,3,2,type_2,market_1
2022-02-22,300,21,14,11,8,2,13,14,type_2,market_1
2022-01-30,94,8,1,3,1,2,3,null,type_2,market_1
2022-01-17,12,3,2,null,null,null,null,null,type_3,market_1
2022-03-23,8,1,null,null,1,null,null,null,type_4,market_1
2022-01-09,2,null,null,null,null,null,null,null,type_4,market_1
2022-01-13,246,23,11,9,7,6,6,2,type_5,market_1
2022-03-06,6,null,null,null,null,null,null,null,type_4,market_1
2022-03-01,366,20,20,13,13,8,13,7,type_2,market_1
2022-01-18,2,null,null,1,1,1,1,null,type_4,market_1
2022-02-21,23,1,1,null,4,1,null,1,type_3,market_1
2022-03-18,18,0,2,3,2,2,2,0,type_1,market_1
2022-03-14,238,23,7,11,4,5,3,13,type_5,market_1
2022-01-10,223,28,12,5,11,7,3,8,type_5,market_1
2022-03-05,178,8,11,10,3,3,8,3,type_2,market_1
2022-01-24,281,25,7,9,9,4,3,6,type_2,market_1
2022-03-22,233,35,23,12,7,8,7,4,type_5,market_1
2022-03-09,1,null,null,null,null,null,1,null,type_4,market_1
2022-01-02,141,17,8,14,6,3,null,4,type_5,market_1
2022-03-20,null,null,null,null,null,null,null,1,type_4,market_1
2022-02-13,137,7,10,4,8,1,4,2,type_2,market_1
2022-02-06,4,null,null,null,1,null,null,null,type_3,market_1
2022-01-22,182,10,10,12,6,8,5,5,type_2,market_1
2022-03-16,45,2,null,null,null,null,null,null,type_4,market_1
2022-03-02,196,31,10,21,11,11,11,10,type_5,market_1
2022-02-02,202,13,16,15,9,15,5,7,type_5,market_1
2022-01-17,40,1,0,0,1,2,1,0,type_1,market_1
2022-01-06,242,11,5,1,8,4,2,5,type_2,market_1
2022-01-09,34,2,3,1,1,0,0,0,type_1,market_1
2022-03-28,31,6,1,2,1,1,null,1,type_3,market_1
2022-03-21,465,35,18,17,12,9,5,19,type_2,market_1
2022-01-24,225,7,17,7,6,5,2,5,type_5,market_1
2022-02-15,311,17,7,8,6,9,5,2,type_2,market_1
2022-03-16,40,1,0,1,0,2,1,1,type_1,market_1
2022-01-16,2,null,null,1,null,null,null,null,type_4,market_1
2022-02-07,26,4,5,4,1,2,null,1,type_3,market_1
2022-03-04,5,null,1,null,null,null,1,null,type_4,market_1
2022-02-09,24,0,3,1,1,1,0,1,type_1,market_1
2022-03-17,262,11,2,2,16,7,6,11,type_2,market_1
2022-01-07,214,22,16,14,13,4,9,12,type_5,market_1
2022-01-08,164,18,16,15,3,3,3,1,type_5,market_1
2022-02-16,26,3,1,0,0,0,1,0,type_1,market_1
2022-01-25,176,17,8,11,1,5,9,10,type_5,market_1
2022-01-03,6,null,1,null,null,null,null,null,type_4,market_1
2022-01-31,243,31,16,12,12,8,1,10,type_5,market_1
2022-02-09,199,18,8,8,6,9,7,1,type_5,market_1
2022-02-15,168,25,6,2,3,5,11,8,type_5,market_1
2022-03-19,15,0,2,2,0,3,0,2,type_1,market_1
2022-03-04,174,10,11,11,8,8,4,1,type_5,market_1
2022-01-03,55,3,6,0,5,2,4,4,type_1,market_1
2022-02-18,18,null,null,3,1,null,null,null,type_3,market_1
2022-02-11,197,10,4,10,7,4,5,8,type_2,market_1
2022-02-03,304,13,11,4,8,2,6,6,type_2,market_1
2022-03-13,3,2,4,1,null,null,null,null,type_3,market_1
2022-02-06,1,null,null,1,null,null,null,null,type_4,market_1
2022-03-23,454,25,15,9,6,20,16,28,type_2,market_1
2022-01-16,118,11,6,8,6,6,2,3,type_5,market_1
2022-02-21,18,4,0,0,1,2,0,1,type_1,market_1
2022-03-28,480,28,19,19,13,5,9,12,type_2,market_1
2022-01-01,7,null,null,null,null,null,null,1,type_3,market_1
2022-01-24,22,3,4,null,1,1,3,1,type_3,market_1
2022-02-04,3,null,null,null,1,null,null,null,type_4,market_1
2022-01-27,171,25,12,2,6,3,2,2,type_5,market_1
2022-03-16,378,17,16,5,6,14,15,17,type_2,market_1
2022-03-22,4,null,null,null,null,null,null,null,type_4,market_1
2022-03-22,28,2,2,3,3,1,0,3,type_1,market_1
2022-02-24,13,2,2,0,0,0,2,1,type_1,market_1
2022-03-30,46,1,2,3,2,3,0,2,type_1,market_1
2022-03-29,186,16,15,10,5,3,8,8,type_5,market_1
2022-01-26,182,18,7,10,3,9,10,7,type_5,market_1
2022-01-15,215,10,8,9,15,4,5,2,type_5,market_1
2022-01-16,24,1,3,2,1,1,0,0,type_1,market_1
2022-02-01,233,24,16,12,10,null,6,5,type_5,market_1
2022-03-11,20,1,1,3,2,5,1,0,type_1,market_1
2022-01-23,1,null,null,null,null,null,null,null,type_4,market_1
2022-01-10,1,null,null,null,null,null,null,null,type_4,market_1
2022-03-04,279,11,7,11,12,10,5,14,type_2,market_1
2022-03-29,3,null,null,null,null,null,null,null,type_4,market_1
2022-02-17,15,1,1,1,1,0,0,1,type_1,market_1
2022-01-14,17,null,1,null,1,1,2,1,type_3,market_1
2022-01-22,53,1,1,1,0,1,1,1,type_1,market_1
2022-02-16,3,null,null,null,null,null,null,null,type_4,market_1